ID,Parking,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony
274922675,наземная,Евроремонт,На улицу и двор,1,7.0,35.0,40000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274482454,наземная,Косметический,Во двор,2,10.0,63.8,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274099537,,Евроремонт,Во двор,2,19.0,67.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
167911714,наземная,Дизайнерский,На улицу,1,,38.8,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274632558,,Косметический,Во двор,3,15.0,56.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
273080406,наземная,Евроремонт,На улицу и двор,3,9.0,75.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
273202959,наземная,Евроремонт,,2,17.0,55.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
270816267,,Евроремонт,Во двор,3,18.0,82.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
274580039,,Дизайнерский,Во двор,2,10.0,70.0,70000.0,1,Срок аренды - Длительный,,,,1.0,
274945662,,Косметический,Во двор,1,15.0,40.0,26000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
228335421,наземная,Евроремонт,Во двор,1,5.0,31.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
256834307,наземная,Евроремонт,Во двор,1,5.0,35.0,29000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274687179,,Евроремонт,Во двор,1,14.0,27.0,30000.0,1,Срок аренды - Длительный,,1.0,0.0,,
230487451,,Косметический,Во двор,1,10.0,40.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
170068347,наземная,Евроремонт,Во двор,1,,41.0,30000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
273476724,,Косметический,Во двор,1,13.0,32.0,30000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
242234098,,Косметический,Во двор,1,4.0,45.0,30000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
271203810,,Косметический,На улицу и двор,1,,38.0,32000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,1.0
274831384,наземная,Косметический,Во двор,1,8.0,42.0,33000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274091308,,Евроремонт,Во двор,1,18.0,39.0,33500.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
262355297,,Косметический,На улицу,1,23.0,38.5,34000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,,1.0
273815149,подземная,Дизайнерский,Во двор,1,8.0,46.0,38000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
274259730,наземная,Дизайнерский,Во двор,1,10.0,34.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
272275267,,Косметический,,1,27.0,44.0,40000.0,1,Срок аренды - Длительный,2.0,,,,1.0
273151859,наземная,Косметический,На улицу,1,17.0,38.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274846125,открытая,Косметический,Во двор,2,11.0,55.4,44000.0,0,Срок аренды - Длительный,,1.0,1.0,,2.0
270525077,,Косметический,,1,14.0,29.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
262081183,,Евроремонт,Во двор,2,24.0,57.0,47000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274460195,открытая,Евроремонт,На улицу,1,17.0,38.0,49000.0,0,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274974124,многоуровневая,Евроремонт,На улицу,2,15.0,44.0,54500.0,0,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274055451,открытая,Евроремонт,На улицу и двор,3,9.0,70.0,71000.0,0,Срок аренды - Длительный,,1.0,0.0,2.0,1.0
274393865,наземная,Евроремонт,Во двор,3,6.0,87.0,80000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,2.0
269265022,наземная,Дизайнерский,Во двор,3,6.0,84.0,90000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273593681,открытая,Евроремонт,На улицу и двор,3,19.0,77.0,92000.0,0,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
263724076,подземная,Дизайнерский,,3,35.0,84.0,95000.0,1,Срок аренды - Длительный,2.0,,,,1.0
274689762,наземная,Евроремонт,На улицу,3,15.0,96.0,100000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
251618576,подземная,Евроремонт,На улицу и двор,2,23.0,60.0,46000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,1.0
186299640,,Косметический,Во двор,1,,38.0,32000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
240575765,,Евроремонт,Во двор,2,4.0,65.0,45000.0,1,,2.0,1.0,0.0,1.0,2.0
238230007,,Евроремонт,На улицу,1,5.0,43.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273672956,,Евроремонт,,,15.0,26.0,23000.0,1,Срок аренды - На несколько месяцев,,,,,
274667443,,Косметический,На улицу,1,9.0,36.4,34000.0,1,,2.0,1.0,0.0,1.0,1.0
256518254,наземная,Евроремонт,На улицу,1,17.0,38.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
265357607,наземная,Косметический,Во двор,1,15.0,30.5,35000.0,1,Срок аренды - Длительный,,,,1.0,
245971204,,Косметический,На улицу,1,3.0,38.5,35000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274344079,наземная,Евроремонт,,2,15.0,50.0,38000.0,1,Срок аренды - Длительный,2.0,,,,
274267929,,Косметический,,2,9.0,52.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
273318241,наземная,Евроремонт,Во двор,1,15.0,40.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
270883351,наземная,Косметический,Во двор,1,14.0,29.0,45000.0,1,Срок аренды - Длительный,6.0,,,1.0,
273780889,,Евроремонт,На улицу и двор,2,22.0,56.0,45000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
272536453,,Евроремонт,,2,19.0,54.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,,1.0
268878838,,Косметический,Во двор,2,12.0,64.0,49700.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
270572812,наземная,Евроремонт,На улицу и двор,2,11.0,48.1,50000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
269471423,,Евроремонт,На улицу и двор,5,5.0,124.0,100000.0,1,Срок аренды - Длительный,2.0,,,2.0,2.0
274741628,,Косметический,,1,14.0,33.0,30000.0,1,Срок аренды - Длительный,,,,,
274812555,,Косметический,,1,20.0,37.7,32000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274939275,,Евроремонт,На улицу,1,20.0,38.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
274891201,,Евроремонт,,1,5.0,40.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274792043,,Косметический,На улицу,,29.0,27.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274557406,,Косметический,,,7.0,27.7,35000.0,1,Срок аренды - Длительный,2.0,,,,
274537001,,Косметический,,1,20.0,40.0,35500.0,1,Срок аренды - Длительный,3.0,,,,1.0
274866930,,Дизайнерский,Во двор,1,10.0,41.0,39000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274917171,,Косметический,На улицу,2,15.0,52.2,47000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274040469,подземная,Дизайнерский,На улицу и двор,3,6.0,102.0,330000.0,0,,1.0,1.0,0.0,2.0,
274159090,наземная,Евроремонт,На улицу и двор,5,2.0,238.0,500000.0,0,,1.0,1.0,1.0,3.0,
271705861,,Дизайнерский,Во двор,5,4.0,234.0,500000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,3.0,
212024381,подземная,Дизайнерский,Во двор,4,6.0,134.1,270000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
268876926,,Евроремонт,На улицу и двор,4,5.0,108.0,230000.0,0,,1.0,1.0,1.0,2.0,
272945877,,Евроремонт,,4,6.0,168.0,300000.0,0,,1.0,,,,
273737770,,Евроремонт,Во двор,3,8.0,160.0,150000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,1.0
273632382,,Дизайнерский,,3,5.0,122.0,165000.0,0,,,1.0,1.0,1.0,
266473705,подземная,,На улицу,3,5.0,133.0,170000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
274665301,открытая,Косметический,Во двор,4,5.0,138.0,200000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,3.0,
274239480,открытая,Дизайнерский,Во двор,4,5.0,126.0,350000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
267738673,подземная,Евроремонт,На улицу,3,5.0,133.0,170000.0,1,Срок аренды - Длительный,2.0,,,2.0,1.0
274547960,,Евроремонт,,4,4.0,145.0,200000.0,0,,,,,2.0,
274968027,наземная,Косметический,Во двор,2,6.0,40.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273781555,наземная,,Во двор,2,4.0,71.0,115000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
270949943,,Евроремонт,Во двор,3,5.0,74.0,120000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,1.0,
274160822,,Косметический,Во двор,5,5.0,143.0,260000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,
273997856,подземная,,Во двор,3,4.0,133.0,270000.0,1,Срок аренды - Длительный,,1.0,0.0,4.0,
274968426,,Косметический,Во двор,2,5.0,39.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274617829,,Евроремонт,Во двор,3,10.0,80.0,100000.0,1,Срок аренды - Длительный,,1.0,0.0,,
273460010,наземная,Евроремонт,,3,5.0,115.0,110000.0,0,,1.0,0.0,1.0,1.0,1.0
274042642,открытая,Дизайнерский,Во двор,2,3.0,71.0,115000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
273668901,открытая,Евроремонт,Во двор,3,15.0,110.0,120000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0
273387110,,Евроремонт,На улицу и двор,4,7.0,120.0,150000.0,1,Срок аренды - Длительный,,1.0,1.0,3.0,
271712915,,Евроремонт,Во двор,3,4.0,140.0,190000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0
274941472,наземная,,На улицу и двор,3,6.0,85.0,270000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274389673,подземная,Евроремонт,Во двор,4,5.0,133.0,270000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,4.0,
272948850,,Евроремонт,Во двор,6,7.0,312.0,550000.0,0,,1.0,,,3.0,
274265622,,,,1,5.0,25.0,48000.0,1,Срок аренды - Длительный,,,,1.0,
274736912,,Евроремонт,Во двор,1,7.0,40.0,55000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
270596945,,Евроремонт,На улицу и двор,2,7.0,61.0,70000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
273451067,,Евроремонт,Во двор,1,6.0,41.0,80000.0,0,,,,,1.0,
272817173,,Евроремонт,Во двор,1,7.0,41.0,80000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274025893,открытая,Евроремонт,На улицу и двор,4,4.0,122.0,150000.0,1,Срок аренды - Длительный,,1.0,0.0,,
273998987,,Евроремонт,Во двор,3,6.0,140.0,190000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,2.0
273605459,подземная,,На улицу и двор,4,4.0,130.0,200000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,
273005010,подземная,Евроремонт,,4,6.0,168.0,250000.0,0,,1.0,,,2.0,1.0
274403923,,,На улицу и двор,4,6.0,160.0,270000.0,0,,,,,2.0,
274930449,,Евроремонт,На улицу и двор,3,6.0,85.0,270000.0,0,,,1.0,0.0,1.0,
274620805,,Дизайнерский,На улицу и двор,5,5.0,235.0,299000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,1.0
270548491,,,,4,4.0,174.0,300000.0,0,,,1.0,1.0,3.0,1.0
269907925,подземная,Евроремонт,,4,6.0,168.0,300000.0,0,,1.0,,,2.0,
273910962,наземная,,Во двор,4,5.0,126.0,350000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
272284525,,,,6,4.0,220.0,700000.0,0,,,1.0,0.0,3.0,
258854289,подземная,,На улицу и двор,4,6.0,170.0,950000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,2.0
274337663,наземная,Дизайнерский,Во двор,,,25.0,48000.0,0,,3.0,,,1.0,
274310820,,Евроремонт,На улицу и двор,1,,38.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274826437,,Дизайнерский,На улицу и двор,2,7.0,61.0,70000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274862056,,Евроремонт,Во двор,2,10.0,78.9,89000.0,1,,1.0,1.0,0.0,1.0,1.0
273803362,открытая,Евроремонт,На улицу и двор,3,6.0,80.0,100000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273231691,подземная,Евроремонт,На улицу и двор,3,5.0,115.0,110000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0
274997687,,Евроремонт,На улицу и двор,3,5.0,75.0,130000.0,0,,1.0,1.0,1.0,2.0,
274501552,подземная,Евроремонт,,2,3.0,72.0,160000.0,0,,,,,2.0,
274843140,,Дизайнерский,,3,5.0,100.0,180000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,1.0
273689433,наземная,Евроремонт,На улицу и двор,4,6.0,120.0,185000.0,0,,1.0,,,2.0,
274835253,,Дизайнерский,На улицу и двор,4,7.0,120.0,185000.0,1,Срок аренды - Длительный,2.0,,,2.0,
155990459,подземная,Евроремонт,На улицу и двор,4,4.0,134.0,200000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,
272896002,,Евроремонт,,4,6.0,76.0,200000.0,0,,,,,,1.0
274176645,наземная,Дизайнерский,Во двор,3,2.0,116.0,250000.0,1,Срок аренды - Длительный,,,,,2.0
268110903,наземная,Евроремонт,На улицу и двор,3,7.0,123.0,250000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
272250852,подземная,Евроремонт,На улицу и двор,5,5.0,143.0,260000.0,0,,1.0,1.0,0.0,2.0,1.0
268940428,подземная,Евроремонт,Во двор,4,10.0,170.0,270000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,
274939068,,Евроремонт,Во двор,3,9.0,85.0,270000.0,0,,1.0,1.0,1.0,1.0,1.0
255388888,,Косметический,Во двор,4,5.0,160.0,484700.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0
271824007,подземная,Евроремонт,На улицу и двор,4,5.0,150.0,300000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,1.0
274181774,подземная,Евроремонт,На улицу и двор,3,7.0,130.0,300000.0,0,,1.0,1.0,0.0,2.0,
273148119,подземная,Евроремонт,На улицу,4,5.0,200.0,300000.0,0,,1.0,1.0,1.0,3.0,
273344928,подземная,Евроремонт,Во двор,4,5.0,146.0,300000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,,
269763841,подземная,Евроремонт,На улицу и двор,4,3.0,168.0,330000.0,0,,1.0,1.0,1.0,3.0,
